Este {tmkeyword} é divertido, mas os anúncios aparecem o tempo todo e atrapalham a jogatina.
In a Story Missions why can't all the cities be combined so that the map may look big,( and add at least a bike, also swimming/jumping) these are the updates am waiting for this {tmkeyword} The graphics and everything is Best
I love this {tmkeyword}, i recently had to delete it for more space on my phone, but i will definitly play this again. It has really good graphics, fun cars to drive and even a helicopter. Great {tmkeyword} would definitly recomend👍
This is good,nice,awesome,great and cool. It needs to fixed many bugs Add dialogues to different characters Add new story chapters It should have more assignments like action,crime trill Btw next year this will get 10years anniversary So impress us with your(developer) update before 10th october 2024
The {tmkeyword} is too cool 😎 as well as awesome but there are too many ads which comes finishing of mission and ads are too long their is any other option to skip it please fix it and it irritates too.
I just love this {tmkeyword} 🎮 both the design and the characters everything is extremely okay I will recommend it for anyone who love action {tmkeyword}s cause it is one in a million
TRUCK SIMULATOR : EUROPE
1. The {tmkeyword} always takes you back to the main start screen EVERY time you complete a mission instead of staying in {tmkeyword} I know it's a mobile {tmkeyword} but come on every other mobile {tmkeyword} doesn't do that only if you select back to menu screen in options and I came across 4 ADs 1 second apart after completing a mission in the main start screen that was so annoying I don't mind one or maybe 2 but 4 ADs a second apart from each other
2. I like the {tmkeyword}. but the thing you should is that must increase quality of the {tmkeyword} add button for some use while driving. increase traffic, add some horns and also add music. make things realistic your {tmkeyword} will be perfect enjoyably.....
3. I think that the drivers has gone mad. When I played before, if you break suddenly and turn the truck due to a signal, the drivers behind you would stop, but now, they are just colliding with you and this time, the truck fell on the railing and a car hit my engine, and the truck got stuck, I can't take it out. I think that Zuuks {tmkeyword}s will fix this problem so that the {tmkeyword} will be playable again by me and others facing the problem. Otherwise, it's a very good {tmkeyword}.
4. The {tmkeyword} is very good. smooth and lag free for lower devices. but the problem is just the map is very small. I can't go anywhere that I want to go. I love to play open world {tmkeyword}s but this {tmkeyword} is very smooth, that's why I like this {tmkeyword} much. I think this {tmkeyword} needs more updates for good maps, roads, highways. And open the barriers that always stop to go another roads. There already have good trucks but I think add little more trucks. My only wish is just add open world that I can go anywhere.
5. Very realistic {tmkeyword}. but one thing I need to emphasize, the side mirrors do not look like the actual one on the exterior view of the truck. But all in all, it is a smaller version of the truck simulator ultimate, which takes 1.5GB Of space. This one takes 197MB of space, but looks similar to TSU. Good work Zuuks.
6. For a mobile {tmkeyword} that's trying to go for the feel of the actual Euro Truck Simulator, I'd say it does a pretty good job, not perfect, but I suppose this is most of what can be expected from a mobile {tmkeyword}. There are a few little titbits as far as remarks go, but overall the {tmkeyword} is enjoyable, and I like it. As far as the simulation part goes - it's lacking hard, and I am definitely not a fan of them just trying to steal every idea that they can from Euro Truck Simulator 2 (aka the best trucking sim to this day)
7. I actually love the {tmkeyword} ,however, in the {tmkeyword}, if you have one truck and you send a driver to drive it, he was supposed to drive it for 35 minutes. Its one day later and he is still driving and the time shift between day and night could be a bit more realistic though.But all in all, the {tmkeyword}'s got huge potential and is one of the best truck {tmkeyword}s out there.
8. Overall, the {tmkeyword} is fantastic and amazing. The quality on the lorries and cabs are wonderful, but the roads are terrible. They are just copy and pasted! The transition between the snowy roads and plain roads is terrible, I can tell where it is. It would be nice if we could fully open the sat nav. Two other animations would be to see the driver sleeping when at the motel and see the driver eating food (if drivers hands are on).
9. This is a nice {tmkeyword} with amazing graphics. If there's another driving {tmkeyword} with smoother controls , tell me. Repetition of routes is boring. I have hired all the drovers and bought all thr trucks and im asking myself,what next! The prices of trucks is ridiculously high and what you earn from a trip is pitiful.If you guys could just be a little bit more creative this {tmkeyword} has the potential of making it to the Editor`s Choice.
10. I love the {tmkeyword}. it's graphics are cool. It's the closest to reality save for a few things. Add a free roam capability. It would make the {tmkeyword} less rigid. Still add more roads. The current ones become monotonous after playing several times. Add cities and more utilities that you can spend cash on. Get arrested, cars to be impounded and things like that. Good work though.
11. The only issue is the traffic ligh. It stays green for only a few seconds. Prolong the duration and add a yellow light in traffic. Otherwise, a great {tmkeyword}. One more thing, the {tmkeyword} isn't loading my previous progress before uninstallation. The account was connected with Google play, but still I am having to start over. It's a bit frustrating. I had a tesla truck already in my last {tmkeyword}
12. this {tmkeyword} is really good and to play, but there are some things need to be added to this {tmkeyword} to make it more beautiful, (1)the music should be playing while driving (2) retentive memory if you on a mission and something came up and you pull over, whenever you come back you should be able to continue where you pulled over, not restarting the {tmkeyword} again, if guys can add these 2 things i mentioned the {tmkeyword} will be more realistic and lovely.
13. Well it's such a shame, as well as there's nice glittering graphics, there's something in this {tmkeyword} yeah. Improvement needs focus on controls setting. it's horrible. There should be an option for changing controls and audio settings when {tmkeyword} is paused. The UI is too stuffy sometimes and heavy. It should be smooth and flexible. And lastly, they give me penalties sometimes even despite following instructions. Bad! They should show reasons for the penalty. Overall it's nice, not bad.
14. This simulator is AWESOME! Nice graphics. Please add is manual transmission. Manual transmission is BEST when going up and down these steep upgrades and downgrades. An engine brake( jakebrake) would be nice. Also, longer stretch of roads. I get a bet irritated stopping for gas, food, hotel etc... Let the stops be further in between. Other than that it's much better than I expected! I'm on level 5, bought 2 trucks within a week after downloading this app! Keep up the great work!
15. A GREAT {tmkeyword}!!! The controls are easy to control the graphics are good, the destinations are far & it makes the {tmkeyword} exciting and i like the interactions between the restaurants,gas stations,and the motels, too bad the damage doesnt count and doesnt damage your truck, it would have been more interesting if there was actual garage and there are police if u violate the rules, to get rid of ads just simply dont use wifi lol, but overall it was so fun.
16. The {tmkeyword} is amazing, i love the graphics. Beautiful roads, town or cities and traffic system. The only problem or something i have noticed is missing, is the free driving mode. There is no driving of the truck without carrying a trailer. Please in the next update, make sure that the free driving mode and the companies where to get jobs is added. If these are there, then one can go and refuel the truck and then come back to carry the trailer. The free drive also allows to explore the cities.
17. {tmkeyword} is buggy, lack of variety in trucks. Kept encountering a glitch where when I go to the garage to view vehicles the screen would be so dim that you can barely see the trucks. Tried restarting the {tmkeyword}, my phone, nothing worked. Eventually uninstalled and reinstalled the {tmkeyword} just to have my previous {tmkeyword} and purchases erased and have to start over. Would not recommend. Waste of time.
18. It's a good {tmkeyword} controls are good and general play, but I gave it 3 stars because it could use a few improvements. They need more trucks to choose from. You need to be able to sell your trucks that you do not want. If they could also be a freeroam so you can drive around without a job. And a map instead of just GPS. Where you can establish garages and other trucks in other parts of the continent. Apart from that it is a good {tmkeyword}.
19. Great {tmkeyword}. I'm addicted. Can you please please please change something though? Can you please change the way the {tmkeyword} handles gas food and hotels? I always end up crashing because the buy option pops up and didnt let me finish stopping. Its beyond annoying. Make it so you have to get in the spot, put the truck in park, and turn it off and then you have the option to buy. I will instantly turn this review into 5 stars. I've already more money than I usually do on this {tmkeyword} lol. I love it.
20. It is very well designed. although you can not sell the trucks that you buy which means you need to play more, but the worst thing is half way on your drive the screen goes black every 2 seconds which makes the drive very stressful and that is a shame as it spoils the {tmkeyword} please sort it out as I'm not going back on it unless you are able to fix the problem.
21. Great {tmkeyword}. Well, the simulator feels way too simple, but the graphics are okay. Most of it, it can be played on low specs device. Please, make the {tmkeyword} to be an open world, bigger or user can choose which map the want to play if to make it an open world like GTA hindered the {tmkeyword} to running on low specs devixe, so it not just a map in mission and the {tmkeyword} would be perfect.
22.Good {tmkeyword} and all but the time limit and drivers should go for a joy ride without finishing a mission and back to base no. I didn't even eat because I had a time limit and for that matter when I wanted to go back and it after the mission poof I'm back to the garage no joyride no what. So you've gotta fix that. Anyway good {tmkeyword}. I'll tell u if Truck Simulator Ultimate is better.
23. Really enjoying Truck Simulator: Europe—the graphics, weather changes, and detailed truck interiors are impressive for a mobile {tmkeyword}. Deliveries feel rewarding and the large European map keeps it exciting. What to improve: please add more cities and cargo types, fine-tune the steering and trailer physics for smoother reversing, and give players an affordable ad-free option. These updates would make an already great simulator even better.
24. Basically a fun {tmkeyword}, I enjoy the ride. Some details could be better. The missions lack a feeling of being a 'campaign'. Controls are decent, but seem to switch when driving in reverse, ruining a perfect parking job. Windshield wipers and headlights are useless, rain does not obscure vision and even driving past a police car with lights off doesn't do anything. Finally, I've successfully made very sharp turns at full speed without any effect.
25. Great {tmkeyword}, I love it. Just a few lil things to think about. When I sold my business I had 6 trucks, they were not factored into the sale. The brake button needs to be bigger sideways. The turn buttons need to stick out more from the cluster and stop when the truck has done a 90° turn. When attaching a trailer its easy to just line it up and slap it on without the danger of damage. Parking gives $1k no matter how its parked. Thanks, William.
26. Amazing and realistic graphics efforts. But I cannot feel like long drive. (Please add some jobs that feel like driving long distance.) I cannot save the {tmkeyword} if I am come back or click home page the {tmkeyword} will be lost . After enter the {tmkeyword} i have a new drive. Please develop the {tmkeyword} to countinue where I leave. Iam giving 4stars for the realistic graphics.
27. The {tmkeyword} is great, feels real. But the ads suck, on the home page without me doing anything it was showing ads back to back like 5 times, 6 times. Cmon there's a limit. I mean i can handle one ad after a single trip, thats time. But back to back ads, without even touching anything, really bad. Otherwise the {tmkeyword} is good. One star just for the ads.
28. This {tmkeyword} is super awesome! Nevertheless I have a few suggestions: 1 add trucks, more routes, more cities with people crossing the road here & there. 2 Add more intersections with traffic lights that are working properly. 3 Add service stations where we can take our damaged vehicles for repairs. 4 the trucks should be upgradable in order to tackle that challenging muddy road using the in-{tmkeyword} money. 5 Remove the time limit。
29. The controls are fine, graphics are amazing,truck models and levels are cool as well but the thing this there are some annoying bugs such as at some places the traffic light never turns green and you are forced to pay fine!!!Second thing some trucks show lower torque value while selecting them but when you drive them they show higher torque and vice versa,you can feel this when you drive each truck and compare their performances. Third,the other vehicles often hit you whenever you slow down!!!
30. The {tmkeyword} is a good {tmkeyword} but you guys really need to change the following: you need to change the way other cars drive on the road and make it more realistic, you need to expand the map just in case the driver wants to go offroad not if he goes offroad now he will enter a void that he can't come out of unless he leaves the {tmkeyword} mode to restart it and finally you need to make the humans in the {tmkeyword} move more so it will look as if the driver is actually driving in real life. THANK YOU AND GOD BLESS
31.It could be a really good {tmkeyword}, if the ads hadn't ruined it for me. when not driving, you can hardly make a single action without getting stopped by back to back unskippable ads that take you to their dodgy websites. I understand that ads are important for keeping {tmkeyword}s alive and free, but they can be done a lot better than this...
32. This App Is Not Played On My Device. It Covers Larg Amount Of Space
33. mang advertisement are there in {tmkeyword}.
34. If there is a options to 4.5 🌟 then I could have given. Very nice {tmkeyword}. Ultra grafics. Fast opening and Fast exit can be done. It doesn't take much time to open or close. Also many more types of jobs, roads, traffics and we can higher driver. I request Truck Simulator 2018 team should improve traffic lights. It won't visible properly from far. When we come near it appears suddenly. So please implement in next updates.
35. It has a bug. When i hire a driver and send them to work, after the completion of the trip the time of the driver gets running into negative values. So i can't get the driver or the truck as available. This makes me a lot to suffer from playing this {tmkeyword}. Please do fix this issue ASAP. Am waiting to play.
36. I see trucks that has stance wheels instead of normal ones used in some trucks. I don't know it exactly. You have designed this {tmkeyword} that is used as the modified racing truck {tmkeyword}, but can you actually increase the speed to about 300 km/h? That's so fast, and I could crash! I really like other truck {tmkeyword}s like Truck Simulator: Ultimate. 2 stars out of 5.
37. The {tmkeyword} is amazing , feels real graphics are good . But Difficulty is face when we reached to location. Its really difficult to park the truck. Trucks goes to missions in real environment and agriculture. And one problem more in homepage adds are suck but . Petrol buying and pulice checking and stop signal Oll are good . I suggest you to solve problems and make new levels and many more. Over all this {tmkeyword} is good.
38. This {tmkeyword} is superb, the graphics are good and resemble the real life environment, but I want the developer to add a map so that we can see the different cities to travel to, because currently is it seems like the truck travels in one direction even if I select a different mission, again, I have to be able to get out of the truck so that I can walk to restaurants and motels in person.
39. It's a nice {tmkeyword} but the problem is the town's are very few. For long distance trailer's the road is just straight. You need to add a mode whereby you can drive to different areas to find jobs They should also add a feature whereby when selecting a job, you will know where the trailer is going by showing on a map, before deciding if you want to select that specific job Thank you
40.It was a good {tmkeyword} but there are some things that just arent as
necessary and it makes it nofun.Thefood and sleepbar depletesreally
fast so your loads begin getting delivered around the last minute because
of frequent stops. On some maps there are hills you have to go up in
order to deliver and they are too steep.The truck literally barely gets up
them. Lastly some vehicles glitch at those tolls on the highway. Even if
you lightly push them to try and make them move they wont.
41. I love the {tmkeyword} however there's a problem.I played a lot then took a
breakforawhileandwhenIcamebacktoitIfoundthatit'sinfestedwith
ads after almost every click including ads popping up in the middle of a
run.It ruined the {tmkeyword} for me so uninstalling.
45.Hello there!Its a good job done here! Here are the mistakes thatifound
outandihopeyouwould takeitseriouslytomakethis{tmkeyword}better1.
When out of fuel, thewindow will pop up suddenly to inform you to buy
fuel that causes accident 2.The gui is too small.Example the accelerator
and thebrake.3.The buttons response is slow.4.why must you limit the
highway?5.Please add in free roam 6.less advertisement 7.multiplayer
That's all you need toimprove
46. The {tmkeyword} is good. I like the graphics and the interiors of all the truck. But
igave onlyfourstarscause of some miatakes inthe {tmkeyword}.Whilewe are
driving thetruckinthehighwayswecan'tblow thehorns and thesounds
of the trucks were not good. So,we hope that zuuks will add all this new
things in the next update.
47. Hello Mr truck simulator18,your {tmkeyword} is nice but it has one challenge of
money, the money paid is little and one needs torepeat playing the same
levels like 10o0 times to raise the money for buying a new truck,the
solutionisone,eitheraddonthelevelsoneachsectionlike，addmore
levels on C,C1,CE,LevelEis nice bczu added enough levels,or else
increase on the money paid in lower levels so that we don't get bored
repeating the samelevel 1ooo times so that we buy newtrucks,
48. It's amazing!!It has everything it needsfor a niceride.The controls are
great and it's a veryrelaxing{tmkeyword}.Imostly like that yiuaddedradios with
different channels,long chill trips,hotels,fast foods,etc.You did an
amazing job,I wishI could rate even more stars.
49. It's good,one thing tho,irestarted myphone and somehow my time was
changed,andIpromise you it is not intentionally,and sinceI nevereven
thought that there are some time cheat issues here. But then the other
driver thatI sent to work was stuck with the job, andI couldn't access my
truck anymore.Hadtoreset my data,but thenI was sodisappointed.
Good jobstill
50. Definitely needs more features to upgrade the trucks individual parts.The
stoplight has noyellowlight soI don't have enough time to stop,which
gives me a financialpenalty.The other cars don't react to thehazard
lights.Ther are some"glitches"whereI have to pay those booths but the
trucks ahead of me don't paysothenIhavetoreverse to go to another
booth. When in 3rd person pov, there is only a side mirror for the right of
the truck but not the left.And so much more.Fun tho.
51. Ga has to be fun,but this {tmkeyword} is not.There is not anything that is good
about this {tmkeyword}.Animations are played toolong, graphics arebot good,
optimizationforthis{tmkeyword}with this graphicsisbad,trafficlights are not
working astheyshould,gasstationshotelsandrestourants arebadly
created you dont even have tostop to fill your gas,youcan do it whilecar
s moving. Taking too long to progress and other problems. This {tmkeyword}
nasgoodpotential tobeverygoodbut moneyismoreimportan
52. So much realisticTruck drivingIVe ever being playing since 2020, till date
is still the best truck driving {tmkeyword} that made you feel that you re truly
driving, amazing graphics and excellent control.The only thing I would
wantthedevelopertoworkonisthegearselector,it shouldnotonlybe
onAutomatic,Ifeelgoodwhendrivingtruckandthegearismanual.
Apart from that the {tmkeyword} is super amazing,I urge everyone who loves
truck driving to download the {tmkeyword} for it will give u want.
53. One of the awesome {tmkeyword}s I have ever had but there is one missing component that is the gear shifting. In your another truck {tmkeyword}, you have given the facility of gear shifting but this is missing in this {tmkeyword}. So I am requesting you to please add this facility as soon as possible. —A fan of your {tmkeyword}s
54.It would be great if it didn't keep freezing on me when I choose the level to play although I do like the new trucks and would love it if all the levels were released without having to go through the adverts especially when you've purchased something to remove them in the first place more levels, new trucks and more female driver's would be lovely in the {tmkeyword}
55. I love the details of simulation, but also the care taken in crafting the sound effects which ensured the consistency in the {tmkeyword}play experience. The missions are a bit static and the fact some features require connection puts me off, the time wasting is too much because I have to wait for my hired driver to return. Otherwise the engagement I found with the {tmkeyword} is strong if only for the slow build-up in the business. Great {tmkeyword} and I recommend for any purely simulation-based {tmkeyword} fan.
56. {tmkeyword} is great... Brings back the old og memories. The problem is just that there are way toooo many ads. If there would be a single ad after a {tmkeyword} it's understandable but there is an ad as soon as you open the {tmkeyword} and multiple ads after the {tmkeyword} ends. The only upside is there are no ads between the {tmkeyword}. Reduce the ads and this will be the best truck simulator {tmkeyword} out there. Also please add the smart traffic feature makes the {tmkeyword} far better.
57. the {tmkeyword} was good and the graphics work like sunny, rainy and snow all are good. but I find the difficulty that I can't save the {tmkeyword}, while iam driving. if I come back or click home page i lost the {tmkeyword}. after few minutes if I enter into the {tmkeyword} then I have to start a new drive. so kindly develop the {tmkeyword} to save a drive and continue the {tmkeyword} from the I have stopped. iam giving 3 star only for the graphics work.
58. The {tmkeyword}s great. It is a but taxing on your phone or tablet so it is a but buggy but it's nothing {tmkeyword} breaking. It's not 5 stars because there are a few things wrong/should fix, 1. Going through a green light will turn straight to red without moments notice and you'll lose $250 towards your trip. 2. The system for the sleep and eat is weird at the beginning it goes down really fast but in later {tmkeyword} it slows down. Then there a few other small things. Great good tho more arcade then anything.
59. Graphics is good. {tmkeyword} lacks realistic damage compared to other truck sims. Too much ads. It has bugs with traffic lights. {tmkeyword} is enjoyable but only for a while until it becomes boring I find playing it for less than an hour each time as it lacks achievable things. It would be swell if there are features such as real damage and repair shops for engine upgrades.
60.What a brilliant {tmkeyword}! I like it very much, I like the graphics,controls,maps, jobs and much more. I love to see how the life cycle works in the {tmkeyword} like the airport,farms,humans and even animals. I feel like just I'm driving it in real life. The {tmkeyword} is based on an actual real life driving. But if the developers increase and make the graphics even more realistic then I give it a full star.
61. One of the best truck {tmkeyword} i played, so realistic and trucks aren't moving the same speed at cars like in other {tmkeyword}s. After this new update, i whenever i visit the garage, the screen becomes really dark as if i opened jobs or something else like a tab. I restarted my phone but nothing changed. Im afraid to reinstall since my progress might not be saved. (This is my 2nd time playing and i cant recover my 1st {tmkeyword}) i hope this dark green bug could be fixed soon.
62. Since the first time I played it, I've experimented lag problems, due to this I give the {tmkeyword} a punctuation of 3 stars, (perhaps it's my mobile, a Huawei P8 Grace). In addition, the graphics don't convince me, but it's very difficult to achieve a great graphics with this style of {tmkeyword} in a smartphone. I uninstalled it after only an hour, I can't talk about other aspects of the {tmkeyword} in deepness.
63. Good {tmkeyword} overall. Have found it to be a bit glitchy. Truck suddenly jumping to random location. Was driving along and suddenly jumped to fuel stop and then jumped to tolbooth. Throttle getting stuck on. Made it impossible to park at end of the job. Ads popping up during {tmkeyword}play and not being able to remove them. If these bugs get sorted I will defo be reinstalling.
64 The {tmkeyword} has potential. Very much similiar to euro truck simulator (pc {tmkeyword}). But you have to improve your {tmkeyword}play, add a option to skip the current delivery method, provide food,fuel and resting facilities together, restrict the rapid need of food and sleep. Also you have to improve the gear system, which is very tough to control as it merges within another button.
65. This {tmkeyword} is great, but i get easily bored with it because the city is boring and looks empty, i hope in the next update the devs would put more stores or buildings in the city to make it look fun. the graphics are also cool. that's all, i don't really faced some bug or problems with the {tmkeyword}, hoping you guys would add my suggestions on the update! :)
66.There are following bugs in the current version: 1) Left mirror frezzes after a stop or gear change. 2) Vehicle inclines towards left automatically without touching the steering. 3) Response from side indicator or horn is really slow after pressing the key. 4) Some mission freezes after completion and you have to restart the {tmkeyword}. 5) Roads in and out of the depot or highways seem identical and you get used to them after a while. 6) Toll and depot gates open really late.
67. I gave this {tmkeyword} 4 stars because i really enjoy the {tmkeyword}. But now the {tmkeyword} is not fun any more because it keeps messing up. Everytime i try to start the {tmkeyword} it cuts right off so i'm not able to play. Your also need to update it too. Please look in to this and fix the problem. It will be a shame for it go to waste!. Also guys the radio stations r not the same there's no more 70's & 8o's music channel after the update.That is not good!!. PLEASE FIX THIS!!.
68. Ok so I was playing this {tmkeyword} for a few weeks in last in last month. The {tmkeyword} played fine except for the AI vehicles that slammed so aggressively into my truck whenever I stopped at a red light🚦 or make a corner too wide. Another issue is with the Google Play {tmkeyword} is not syncing with {tmkeyword} achievements and rewards. I realize that I quickly build a company and bought trucks and hired drivers for each. Leveled up to level 7 and no achievements recorded in the Play {tmkeyword}s App. So I uninstalled it.
69. The {tmkeyword} is so great, It has everything that makes a good {tmkeyword}.... Zuuks {tmkeyword}s are the best but I have a little request can you add more maps include some places where there will be a very heavy traffic and light traffic to make it more lively...... Could you also add the delivery and pickup of goods to and from the airport..... I would love to see this in the next update.... I would be so grateful if my request is granted.... Thanks alot Zuuks the best❤️❤️
70.Not bad, actually like this offering but it does need a whole lot of tweaking. This goes for all your other motor {tmkeyword}s, you can't expect me to obey the rules while your simulation doesn't. If this is meant to educate while entertaining, let's do things right. I see hands on my steering wheel and all they do is steer, would be great if the would turn on the lights when I do or flick the turn leaver when I do and pick up the radio when I call out or make an announcement.
71.Overall, the {tmkeyword} has pros and cons. Sadly, the cons are bad enough to make me delete the {tmkeyword}. Pros: - great controls (turn signals, horn, access to mirrors, headlights) - cool concept (own a trucking company, manage trucks, employ truckers) Cons: - the physics suck. particularly the reverse gear physics (the trailer acts very weird). it's also possible to turn sharply and near full speed without slipping - the ads are long and unbearable
72.Yeah! I've been playing this {tmkeyword}.. fantastic job you guys have done there! Excellent controls and smooth functioning of graphics even in high mode!. And I have an very very pleasable request. I want you guys to release a {tmkeyword} like coach bus simulator from "OVIDIU POP SOFTWARE" . You guys can overcome their {tmkeyword}s by making a {tmkeyword} like them but with ur superb and fantastic , realistic controls, features etc. guys , I hope you can understand what I'm trying to say now! Good luck.
73.One bad thing I just noticed about this {tmkeyword} is the wide ad bar at the middle-bottom of the screen blocks interaction with the actual hud, which limits your controls. i.e. You can't use the indicators. You can sometimes click on it by accident. I use rotation to control the steering so that's not a real issue. Please consider removing all the in-{tmkeyword} ads, and feel free to clogg the menus with ads if you'd like, don't let ads control our {tmkeyword}!
74. As someone who does not have the luxury of owning a smart, expensive phone, I am always on the lookout for quality {tmkeyword}s that will provide me with great {tmkeyword}play on my device. This {tmkeyword} delivers! Great graphics, unusual features I haven't encountered in any other {tmkeyword}s of this kind, suitable for offline play, progress is steady and doable, and functionality is perfect. All in all, a great {tmkeyword} that goes above and beyond. Easy 5*! Thank you to the developers!
75.This {tmkeyword} has alot of unique graphics, Ultra realistic scenery and physics that allowed me to truly experience the life of a trucker!It's high quality and the {tmkeyword}play offers an experience unlike any other {tmkeyword}.The package size is neatly understandable aswell.However I'd really like to listen to some of my own music if that's ok( :And the radio towers are cannon. However I'd really like the ability to link my Google account instead of my play {tmkeyword}s account. *4*approval
76. Amazing {tmkeyword} the only down side is it does not save if you leave in the middle of play. It would have been greater if you had introduced the manual gear shift. Im disappointed that the {tmkeyword} drivers take too long to deliver and it does not show the progress of the drivers nor does it show whos driving which truck. Ovrall it good
77. While yes, the {tmkeyword} has terrible graphics when you compare it to the new truck simulator {tmkeyword} they made, truck simulator ultimate, it still is a great {tmkeyword} and an alternative truck simulator when they don't have enough storage or great phone to play tsu. I just wish they carry some features of tsu to it and keep adding small updates.
78. I recommend it a lot it's everything you really want from a driving {tmkeyword}! But it could have a but more reality like more buildings, cars on the road, maybe collisions and people walking around and also having people walking around and lastly being able to go to shops and purchase things like food or something! But Overall it's a 4 Star {tmkeyword} I Really Recommend!?
79. Zuuks {tmkeyword}s thank you for New update.There is one major problem that you have not solve, which is the problem of where to save the {tmkeyword}, so that one can start or continue from where he stoped any time is playing the {tmkeyword} again instead of loosing your progress every time and starting over and over.please add save option.I am waiting for your urgent update.Thank you for your good job.
80. At first this {tmkeyword} was lovely, the best, but not anymore, I upgrade the {tmkeyword} and it becomes a total mess, the Chuck's are not running anymore, they are jucking, the staring does not work it keep getting out of controled, the gear shift moves only when it feel please, the {tmkeyword} itself keep chipping out and I have to start over from beginning again, the lovely {tmkeyword} is a total mess, I am about to deleat it completely from my phone, it is a pity, do something fast please ok...
81. Deleted the {tmkeyword} because of unnecessary ads. There are apps that show ads and interrupt our thought process but then we were into the process already. Expecting a relevant ad. Why does Truck Simulator have to give ads on any page and after missions? Watching ads to get rewarded {tmkeyword} money to be able to buy more costlier trucks for better {tmkeyword}play is logical thought process enough.
82. I very like this {tmkeyword} because of the overall {tmkeyword} features, i spend a lot of time playing this {tmkeyword} to earn money so that i can buy new fast trucks . But unfortunately i cannot anymore open the {tmkeyword} because the screen will say"error ,the truck simulator stopped". Can you please tell me how to revive my {tmkeyword} where all the data are not erased??. Please i very like the {tmkeyword}.
83. 2 stars because my favorite truck isn't on this {tmkeyword}. You've got modern and futuristic truck's but nothing like the Peterbilt 379 now that's a decent diesel rig. Furthermore the {tmkeyword} throws me out during {tmkeyword}play and there's too many camera angle options. To top it off NEVER IN MY LIFE DID IT TAKE ME EIGHT MINUTES TO HOOK AND HUAL a LOAD FROM POINT A TO POINT B. This {tmkeyword} has a lot of potential I sure do hope for a reply from developers for a few tips and pointers for a better rating...
83. I liked this {tmkeyword} very much. And I'm giving 5 star rating because I loved the feature of the radio FM Abselute songs some of my Spotify playlist is the very best part of this {tmkeyword} and one more thing is that when I passed one delivery after that when I will go to second delivery that the route is not changing its same like first route so please add some more routes then it can be a very best {tmkeyword}
84. The {tmkeyword} is okay. But very annoying when you try to send it to another user via Xender and it shows a white background for ever. You should not force any user to "Download from Play Store"
85. This {tmkeyword} is one of the {tmkeyword}s that does not miss in the phones i us because of its nice grahpics and realistic featurs. I am giving it four stars because there are still things that need improvement like the head lamps of the trucks instead of making you to see clearly they form a dark area where you can not see well
86. This is the best {tmkeyword} which presently available in play store for a small size. Its graphics are fantastic in this small size application. But the size of the steering is small that we can't turn the vehicle easily, so please make the steering size a little big for a good {tmkeyword}play.
87. Fantastic! So many features and true realism it's awesome! Using hotels, restaurants, gas stations, weigh stations, toll roads, all to give a truly real driving experience to the player. Multiple camera angles. Gorgeous graphics and sound. Realistic handling and environment. This is a trucking simulator at its best. Read my full review on YouTube under CaptainFoufeu. (Press the video selection on the photos) Google Play limits characters to 500 and it's not enough for this awesome {tmkeyword}! GET IT!
88. This {tmkeyword} is really very very good, but two issues according to my experience, one low light , it's not easy to play during night due to poor light. Second, how will i keep my data when you don't create a room for that NB, save and continue
89. Man ,I love this {tmkeyword} ,but what makes me to hate this {tmkeyword} is the levels ,I hate truck {tmkeyword} with levels in them. I like to drop and move on with another job ,more like euro truck evolution , yeah , but the {tmkeyword} it self is not bad at all. It has top graphics an fun to play.👍👍
90. I love the graphics but the way the map loads from a distance is weird. also can you add the ability to upgrade the trucks (power, tracti on, etc.). so far so good. lastly, could you add multiplayer it would be so much fun. thanks!
91. This {tmkeyword} is awesome, it's actually like driving. If you're thinking it might be some other cheap {tmkeyword}, you're wrong. The details and features are so explicitly brought out, the {tmkeyword} honestly looks like it could be on the Xbox 360.
92. This is very great of all. Best {tmkeyword} i ever had in my phone. Try to make the trailer heavier than other vehicles on the highway coz it's knocked out of the way by ordinary vehicles. I understand that the trailer is the heaviest to be knocked out of the way.
93. So-so. The {tmkeyword} has very good graphics and nice trucks, but it boring to be driving with a steering wheel in the screen. It'd be so much better by tilting... And, the speed feeling is not as fast as you'd like to be.
94. I would rate it 5 stars but I did not. Because of graphical mistake.The {tmkeyword} quality is very good. But I did not like one thing about graphix. That the rain does not effect the front glass. Because of that mistake the {tmkeyword} doest not look realistic. I would be very glad if you guys solve the problem
95. ery good app. I love the simulation aspect and is very well designed. My favorite part of this app is that is used real radios and controls make you feel like you are actually there. Multiple camera angles make it easy to use. If you do not have a good quality device, the {tmkeyword} will struggle to keep up with quality such as lag and will force you to drive off the road which may get frustrating. Overall, great app.
96. It would be great if the roads were actually different. They are more or less the same, with just the weather changing mostly. It would also be great if there is a manual option for the gears. And lastly if the roads that appear steap were actually steap.
97. This {tmkeyword} was good .. now when I hire a driver in {tmkeyword} and send them to work they never return and the remaining time shows in negative..... Tf.... I can't use my vehicles and neither fire the hired drivers.. and I can't even save my progress by linking in social media or play {tmkeyword}s
98. To difficult to control and it has the UK supposedly driving on the right it hasn't even got our roundabouts right... if you're going to do a driving app for set countries 1 make sure you have been there and know what's what 2 if your doing an app like this make sure the road system is something at least similar 2 that used by the countries. 3 make the markings clear but understand there maybe 6/7 ways to approach a place.. The developer obvs didn't research other countries than USA
